TIME,T,RRR
19.04.2023 08:00,20.6,No precipitation
19.04.2023 05:00,20.1,No precipitation
19.04.2023 02:00,20.9,No precipitation
18.04.2023 23:00,19.7,No precipitation
18.04.2023 20:00,22.2,No precipitation
18.04.2023 17:00,23.8,No precipitation
18.04.2023 14:00,24.2,No precipitation
18.04.2023 11:00,23.1,No precipitation
18.04.2023 08:00,19.6,No precipitation
18.04.2023 05:00,18.8,No precipitation
18.04.2023 02:00,19.7,No precipitation
17.04.2023 23:00,23.4,No precipitation
17.04.2023 20:00,24.7,No precipitation
17.04.2023 17:00,27.4,No precipitation
17.04.2023 14:00,27.8,No precipitation
17.04.2023 11:00,24.0,No precipitation
17.04.2023 08:00,19.2,No precipitation
17.04.2023 05:00,15.4,No precipitation
17.04.2023 02:00,16.2,No precipitation
16.04.2023 23:00,19.9,No precipitation
16.04.2023 20:00,21.4,No precipitation
16.04.2023 17:00,23.7,No precipitation
16.04.2023 14:00,23.4,No precipitation
16.04.2023 11:00,21.3,No precipitation
16.04.2023 08:00,16.9,No precipitation
16.04.2023 05:00,14.7,No precipitation
16.04.2023 02:00,17.1,No precipitation
15.04.2023 23:00,20.3,No precipitation
15.04.2023 20:00,21.0,No precipitation
15.04.2023 17:00,27.8,No precipitation
15.04.2023 14:00,27.4,No precipitation
15.04.2023 11:00,25.3,No precipitation
15.04.2023 08:00,18.5,No precipitation
15.04.2023 05:00,10.9,No precipitation
15.04.2023 02:00,13.7,No precipitation
14.04.2023 23:00,15.5,No precipitation
14.04.2023 20:00,20.6,No precipitation
14.04.2023 17:00,24.1,No precipitation
14.04.2023 14:00,24.8,No precipitation
14.04.2023 11:00,24.2,No precipitation
14.04.2023 08:00,21.3,No precipitation
14.04.2023 05:00,13.7,Trace of precipitation
14.04.2023 02:00,14.6,Trace of precipitation
13.04.2023 23:00,18.5,Trace of precipitation
13.04.2023 20:00,20.6,No precipitation
13.04.2023 17:00,21.5,No precipitation
13.04.2023 14:00,22.6,No precipitation
13.04.2023 11:00,21.4,No precipitation
13.04.2023 08:00,17.4,No precipitation
13.04.2023 05:00,16.7,No precipitation
13.04.2023 02:00,16.9,No precipitation
12.04.2023 23:00,19.3,No precipitation
12.04.2023 20:00,21.1,No precipitation
12.04.2023 17:00,23.2,No precipitation
12.04.2023 14:00,23.4,No precipitation
12.04.2023 11:00,21.0,No precipitation
12.04.2023 08:00,16.1,No precipitation
12.04.2023 05:00,12.4,No precipitation
12.04.2023 02:00,13.1,No precipitation
11.04.2023 23:00,15.7,No precipitation
11.04.2023 20:00,18.5,No precipitation
11.04.2023 17:00,21.3,No precipitation
11.04.2023 14:00,22.3,No precipitation
11.04.2023 11:00,23.0,No precipitation
11.04.2023 08:00,21.8,No precipitation
11.04.2023 02:00,16.6,No precipitation
10.04.2023 23:00,20.3,No precipitation
10.04.2023 20:00,24.3,No precipitation
10.04.2023 17:00,26.6,No precipitation
10.04.2023 14:00,27.1,No precipitation
10.04.2023 11:00,24.5,No precipitation
10.04.2023 08:00,19.3,No precipitation
10.04.2023 05:00,12.6,No precipitation
10.04.2023 02:00,18.6,No precipitation
09.04.2023 23:00,20.2,No precipitation
09.04.2023 20:00,21.5,No precipitation
09.04.2023 17:00,25.0,No precipitation
09.04.2023 14:00,26.2,No precipitation
09.04.2023 11:00,22.9,No precipitation
09.04.2023 08:00,16.5,No precipitation
09.04.2023 05:00,12.9,No precipitation
09.04.2023 02:00,14.9,No precipitation
08.04.2023 23:00,16.8,No precipitation
08.04.2023 20:00,18.3,No precipitation
08.04.2023 17:00,20.5,No precipitation
08.04.2023 14:00,20.8,No precipitation
08.04.2023 11:00,17.6,No precipitation
08.04.2023 08:00,12.2,No precipitation
08.04.2023 05:00,8.7,No precipitation
08.04.2023 02:00,9.7,No precipitation
07.04.2023 23:00,12.6,No precipitation
07.04.2023 20:00,15.9,No precipitation
07.04.2023 17:00,20.2,No precipitation
07.04.2023 14:00,19.0,No precipitation
07.04.2023 11:00,15.8,No precipitation
07.04.2023 08:00,12.6,No precipitation
07.04.2023 05:00,7.2,No precipitation
07.04.2023 02:00,10.8,No precipitation
06.04.2023 23:00,14.4,No precipitation
06.04.2023 20:00,15.6,No precipitation
06.04.2023 17:00,18.1,No precipitation
06.04.2023 14:00,17.2,No precipitation
06.04.2023 11:00,14.3,No precipitation
06.04.2023 08:00,12.1,No precipitation
06.04.2023 05:00,13.2,No precipitation
06.04.2023 02:00,14.3,No precipitation
05.04.2023 23:00,14.0,No precipitation
05.04.2023 20:00,14.8,No precipitation
05.04.2023 17:00,17.6,No precipitation
05.04.2023 14:00,16.0,No precipitation
05.04.2023 11:00,14.4,No precipitation
05.04.2023 08:00,9.3,No precipitation
05.04.2023 05:00,6.0,No precipitation
05.04.2023 02:00,9.3,No precipitation
04.04.2023 23:00,9.9,No precipitation
04.04.2023 20:00,10.4,No precipitation
04.04.2023 17:00,10.7,No precipitation
04.04.2023 14:00,11.3,
04.04.2023 11:00,12.7,2
04.04.2023 08:00,10.8,2
04.04.2023 05:00,10.1,2
04.04.2023 02:00,10.5,
03.04.2023 23:00,10.2,6
03.04.2023 20:00,10.2,19
03.04.2023 17:00,10.1,18
03.04.2023 14:00,10.8,28
03.04.2023 11:00,11.0,27
03.04.2023 08:00,12.8,22
03.04.2023 05:00,12.7,18
03.04.2023 02:00,14.9,3
02.04.2023 23:00,17.5,2
02.04.2023 20:00,21.3,No precipitation
02.04.2023 17:00,23.1,No precipitation
02.04.2023 14:00,22.9,No precipitation
02.04.2023 11:00,19.7,No precipitation
02.04.2023 08:00,14.8,No precipitation
02.04.2023 05:00,14.4,No precipitation
02.04.2023 02:00,16.6,No precipitation
01.04.2023 23:00,18.4,No precipitation
01.04.2023 20:00,20.0,No precipitation
01.04.2023 17:00,23.2,No precipitation
01.04.2023 14:00,22.6,No precipitation
01.04.2023 11:00,19.0,No precipitation
01.04.2023 08:00,13.6,No precipitation
01.04.2023 05:00,13.5,No precipitation
01.04.2023 02:00,14.7,No precipitation
31.03.2023 23:00,16.5,No precipitation
31.03.2023 20:00,18.4,No precipitation
31.03.2023 17:00,20.5,No precipitation
31.03.2023 14:00,21.0,No precipitation
31.03.2023 11:00,17.8,No precipitation
31.03.2023 08:00,14.2,No precipitation
31.03.2023 05:00,13.4,No precipitation
31.03.2023 02:00,14.5,No precipitation
30.03.2023 20:00,18.3,No precipitation
30.03.2023 17:00,20.7,No precipitation
30.03.2023 14:00,22.1,No precipitation
30.03.2023 11:00,20.2,No precipitation
30.03.2023 08:00,13.4,No precipitation
30.03.2023 05:00,8.0,No precipitation
30.03.2023 02:00,9.8,No precipitation
29.03.2023 23:00,13.5,No precipitation
29.03.2023 20:00,19.0,No precipitation
29.03.2023 17:00,22.1,No precipitation
29.03.2023 14:00,23.1,No precipitation
29.03.2023 11:00,20.9,No precipitation
29.03.2023 08:00,15.2,No precipitation
29.03.2023 05:00,10.2,No precipitation
29.03.2023 02:00,14.0,No precipitation
28.03.2023 23:00,16.7,No precipitation
28.03.2023 20:00,19.1,No precipitation
28.03.2023 17:00,22.2,No precipitation
28.03.2023 14:00,23.2,No precipitation
28.03.2023 11:00,21.0,No precipitation
28.03.2023 08:00,14.0,No precipitation
28.03.2023 05:00,10.0,No precipitation
28.03.2023 02:00,13.6,No precipitation
27.03.2023 23:00,16.0,No precipitation
27.03.2023 20:00,18.2,No precipitation
27.03.2023 17:00,22.0,No precipitation
27.03.2023 14:00,22.4,No precipitation
27.03.2023 11:00,19.3,No precipitation
27.03.2023 08:00,9.7,No precipitation
27.03.2023 05:00,6.1,No precipitation
27.03.2023 02:00,8.3,No precipitation
26.03.2023 23:00,11.1,No precipitation
26.03.2023 20:00,12.2,No precipitation
26.03.2023 17:00,14.5,No precipitation
26.03.2023 14:00,15.7,No precipitation
26.03.2023 11:00,13.1,No precipitation
26.03.2023 08:00,9.9,No precipitation
26.03.2023 05:00,8.9,No precipitation
26.03.2023 02:00,8.7,No precipitation
25.03.2023 23:00,8.9,No precipitation
25.03.2023 20:00,12.3,No precipitation
25.03.2023 17:00,15.5,No precipitation
25.03.2023 14:00,15.9,No precipitation
25.03.2023 11:00,13.4,No precipitation
25.03.2023 08:00,11.3,No precipitation
25.03.2023 05:00,11.1,No precipitation
25.03.2023 02:00,11.4,No precipitation
24.03.2023 23:00,12.5,No precipitation
24.03.2023 20:00,13.5,No precipitation
24.03.2023 17:00,15.2,No precipitation
24.03.2023 14:00,15.0,No precipitation
24.03.2023 11:00,14.0,No precipitation
24.03.2023 08:00,11.4,No precipitation
24.03.2023 05:00,11.6,No precipitation
24.03.2023 02:00,12.1,No precipitation
23.03.2023 23:00,12.1,No precipitation
23.03.2023 20:00,12.7,No precipitation
23.03.2023 17:00,13.4,No precipitation
23.03.2023 14:00,13.3,No precipitation
23.03.2023 11:00,13.5,No precipitation
23.03.2023 08:00,12.7,No precipitation
23.03.2023 05:00,13.2,No precipitation
23.03.2023 02:00,14.7,No precipitation
22.03.2023 23:00,15.4,No precipitation
22.03.2023 20:00,17.1,No precipitation
22.03.2023 17:00,19.3,No precipitation
22.03.2023 14:00,19.6,No precipitation
22.03.2023 11:00,16.8,No precipitation
22.03.2023 08:00,12.1,No precipitation
22.03.2023 05:00,11.4,No precipitation
22.03.2023 02:00,11.7,No precipitation
21.03.2023 23:00,12.6,No precipitation
21.03.2023 20:00,14.3,No precipitation
21.03.2023 17:00,15.5,No precipitation
21.03.2023 14:00,16.2,No precipitation
21.03.2023 11:00,14.5,No precipitation
21.03.2023 08:00,9.9,No precipitation
21.03.2023 05:00,8.6,No precipitation
21.03.2023 02:00,8.7,No precipitation
20.03.2023 23:00,9.7,No precipitation
20.03.2023 20:00,11.8,No precipitation
20.03.2023 17:00,12.7,No precipitation
20.03.2023 14:00,12.7,No precipitation
20.03.2023 11:00,11.1,No precipitation
20.03.2023 08:00,8.8,No precipitation
20.03.2023 05:00,8.3,No precipitation
20.03.2023 02:00,9.7,No precipitation
19.03.2023 23:00,10.1,No precipitation
19.03.2023 20:00,10.0,No precipitation
19.03.2023 17:00,12.1,No precipitation
19.03.2023 14:00,12.4,No precipitation
19.03.2023 11:00,10.7,No precipitation
19.03.2023 08:00,7.3,No precipitation
19.03.2023 05:00,6.8,No precipitation
19.03.2023 02:00,7.1,No precipitation
18.03.2023 23:00,7.4,No precipitation
18.03.2023 20:00,8.8,No precipitation
18.03.2023 17:00,12.1,No precipitation
18.03.2023 14:00,12.0,No precipitation
18.03.2023 11:00,9.9,No precipitation
18.03.2023 08:00,4.8,No precipitation
18.03.2023 05:00,3.2,No precipitation
18.03.2023 02:00,4.8,No precipitation
17.03.2023 23:00,5.5,No precipitation
17.03.2023 20:00,7.6,No precipitation
17.03.2023 17:00,7.7,No precipitation
17.03.2023 14:00,7.0,No precipitation
17.03.2023 11:00,4.7,No precipitation
17.03.2023 08:00,3.4,2
17.03.2023 05:00,3.1,7
17.03.2023 02:00,2.7,16
16.03.2023 23:00,2.5,21
16.03.2023 20:00,1.7,19
16.03.2023 17:00,0.7,14
16.03.2023 14:00,2.3,5
16.03.2023 11:00,6.6,No precipitation
16.03.2023 08:00,9.4,No precipitation
16.03.2023 05:00,10.1,No precipitation
16.03.2023 02:00,10.4,No precipitation
15.03.2023 23:00,10.8,No precipitation
15.03.2023 20:00,11.6,No precipitation
15.03.2023 17:00,13.1,No precipitation
15.03.2023 14:00,13.4,No precipitation
15.03.2023 11:00,10.8,No precipitation
15.03.2023 08:00,10.2,No precipitation
15.03.2023 05:00,12.4,No precipitation
15.03.2023 02:00,18.4,No precipitation
14.03.2023 23:00,18.6,No precipitation
14.03.2023 20:00,19.2,No precipitation
14.03.2023 17:00,25.6,No precipitation
14.03.2023 14:00,27.6,No precipitation
14.03.2023 11:00,20.9,No precipitation
14.03.2023 08:00,12.9,No precipitation
14.03.2023 05:00,10.3,No precipitation
14.03.2023 02:00,14.5,No precipitation
13.03.2023 23:00,16.0,No precipitation
13.03.2023 20:00,17.1,No precipitation
13.03.2023 17:00,19.5,No precipitation
13.03.2023 14:00,19.7,No precipitation
13.03.2023 11:00,17.1,No precipitation
13.03.2023 08:00,8.1,No precipitation
13.03.2023 05:00,2.7,No precipitation
13.03.2023 02:00,8.5,No precipitation
12.03.2023 23:00,8.9,No precipitation
12.03.2023 20:00,12.5,No precipitation
12.03.2023 17:00,16.5,No precipitation
12.03.2023 14:00,14.8,No precipitation
12.03.2023 11:00,10.8,No precipitation
12.03.2023 08:00,8.4,No precipitation
12.03.2023 05:00,11.8,No precipitation
12.03.2023 02:00,11.6,No precipitation
11.03.2023 23:00,12.4,No precipitation
11.03.2023 20:00,13.0,No precipitation
11.03.2023 17:00,15.9,No precipitation
11.03.2023 14:00,17.4,No precipitation
11.03.2023 11:00,15.3,No precipitation
11.03.2023 08:00,17.5,No precipitation
11.03.2023 05:00,19.2,No precipitation
11.03.2023 02:00,17.8,No precipitation
10.03.2023 23:00,23.0,No precipitation
10.03.2023 20:00,24.3,No precipitation
10.03.2023 17:00,26.3,No precipitation
10.03.2023 14:00,29.0,No precipitation
10.03.2023 11:00,24.7,No precipitation
10.03.2023 08:00,14.2,No precipitation
10.03.2023 05:00,12.4,No precipitation
10.03.2023 02:00,19.6,No precipitation
09.03.2023 23:00,21.5,No precipitation
09.03.2023 20:00,22.9,No precipitation
09.03.2023 17:00,30.1,No precipitation
09.03.2023 14:00,29.0,No precipitation
09.03.2023 11:00,25.9,No precipitation
09.03.2023 08:00,14.7,No precipitation
09.03.2023 05:00,10.1,No precipitation
09.03.2023 02:00,12.8,No precipitation
08.03.2023 23:00,15.9,No precipitation
08.03.2023 20:00,19.0,No precipitation
08.03.2023 17:00,27.4,No precipitation
08.03.2023 14:00,26.8,No precipitation
08.03.2023 11:00,24.3,No precipitation
08.03.2023 08:00,17.4,No precipitation
08.03.2023 05:00,17.2,No precipitation
08.03.2023 02:00,16.3,No precipitation
07.03.2023 23:00,22.2,No precipitation
07.03.2023 20:00,20.8,No precipitation
07.03.2023 17:00,25.4,No precipitation
07.03.2023 14:00,26.3,No precipitation
07.03.2023 11:00,21.7,No precipitation
07.03.2023 08:00,10.7,No precipitation
07.03.2023 05:00,10.0,No precipitation
07.03.2023 02:00,11.3,No precipitation
06.03.2023 23:00,14.0,No precipitation
06.03.2023 20:00,20.6,No precipitation
06.03.2023 17:00,25.9,No precipitation
06.03.2023 14:00,26.7,No precipitation
06.03.2023 11:00,21.7,No precipitation
06.03.2023 08:00,9.8,No precipitation
06.03.2023 05:00,8.8,No precipitation
06.03.2023 02:00,10.4,No precipitation
05.03.2023 23:00,14.3,No precipitation
05.03.2023 20:00,19.0,No precipitation
05.03.2023 17:00,22.8,No precipitation
05.03.2023 14:00,22.5,No precipitation
05.03.2023 11:00,17.6,No precipitation
05.03.2023 08:00,8.0,No precipitation
05.03.2023 05:00,6.9,No precipitation
05.03.2023 02:00,9.2,No precipitation
04.03.2023 23:00,9.6,No precipitation
04.03.2023 20:00,12.3,No precipitation
04.03.2023 17:00,22.0,No precipitation
04.03.2023 14:00,22.1,No precipitation
04.03.2023 11:00,19.5,No precipitation
04.03.2023 08:00,7.2,No precipitation
04.03.2023 05:00,5.7,No precipitation
04.03.2023 02:00,7.8,No precipitation
03.03.2023 23:00,10.2,No precipitation
03.03.2023 20:00,16.1,No precipitation
03.03.2023 17:00,21.5,No precipitation
03.03.2023 14:00,21.6,No precipitation
03.03.2023 11:00,17.3,No precipitation
03.03.2023 08:00,8.6,No precipitation
03.03.2023 05:00,6.4,No precipitation
03.03.2023 02:00,8.5,No precipitation
02.03.2023 23:00,13.1,No precipitation
02.03.2023 20:00,14.5,No precipitation
02.03.2023 17:00,16.5,No precipitation
02.03.2023 14:00,17.4,No precipitation
02.03.2023 11:00,14.0,No precipitation
02.03.2023 08:00,4.2,No precipitation
02.03.2023 05:00,4.0,No precipitation
02.03.2023 02:00,7.7,No precipitation
01.03.2023 23:00,11.8,No precipitation
01.03.2023 20:00,12.6,No precipitation
01.03.2023 17:00,17.2,No precipitation
01.03.2023 14:00,17.5,No precipitation
01.03.2023 11:00,14.6,No precipitation
01.03.2023 08:00,5.8,No precipitation
01.03.2023 05:00,7.1,No precipitation
01.03.2023 02:00,10.2,No precipitation
28.02.2023 23:00,12.2,No precipitation
28.02.2023 20:00,13.3,No precipitation
28.02.2023 17:00,17.0,No precipitation
28.02.2023 14:00,18.4,No precipitation
28.02.2023 11:00,16.2,No precipitation
28.02.2023 08:00,5.4,No precipitation
28.02.2023 05:00,3.6,No precipitation
28.02.2023 02:00,5.0,No precipitation
27.02.2023 23:00,10.3,No precipitation
27.02.2023 20:00,12.0,No precipitation
27.02.2023 17:00,14.8,No precipitation
27.02.2023 14:00,14.3,No precipitation
27.02.2023 11:00,10.5,No precipitation
27.02.2023 08:00,4.7,No precipitation
27.02.2023 05:00,5.7,No precipitation
27.02.2023 02:00,6.7,No precipitation
26.02.2023 23:00,8.2,No precipitation
26.02.2023 20:00,9.3,No precipitation
26.02.2023 17:00,11.4,No precipitation
26.02.2023 14:00,11.6,No precipitation
26.02.2023 11:00,8.9,No precipitation
26.02.2023 08:00,4.7,No precipitation
26.02.2023 05:00,1.5,No precipitation
26.02.2023 02:00,2.7,No precipitation
25.02.2023 23:00,6.1,No precipitation
25.02.2023 20:00,7.8,No precipitation
25.02.2023 17:00,9.8,No precipitation
25.02.2023 14:00,9.7,No precipitation
25.02.2023 11:00,7.1,No precipitation
25.02.2023 08:00,4.9,No precipitation
25.02.2023 05:00,4.8,No precipitation
25.02.2023 02:00,5.1,No precipitation
24.02.2023 23:00,5.6,No precipitation
24.02.2023 20:00,7.5,No precipitation
24.02.2023 17:00,9.5,No precipitation
24.02.2023 14:00,10.4,No precipitation
24.02.2023 11:00,8.0,No precipitation
24.02.2023 08:00,0.6,No precipitation
24.02.2023 05:00,0.7,No precipitation
24.02.2023 02:00,2.7,No precipitation
23.02.2023 23:00,5.1,No precipitation
23.02.2023 20:00,6.3,No precipitation
23.02.2023 17:00,9.1,No precipitation
23.02.2023 14:00,9.1,No precipitation
23.02.2023 11:00,6.8,No precipitation
23.02.2023 08:00,3.3,No precipitation
23.02.2023 05:00,2.5,No precipitation
23.02.2023 02:00,2.3,No precipitation
22.02.2023 23:00,3.6,No precipitation
22.02.2023 20:00,4.5,Trace of precipitation
22.02.2023 17:00,6.0,No precipitation
22.02.2023 14:00,6.4,No precipitation
22.02.2023 11:00,5.8,No precipitation
22.02.2023 08:00,4.0,No precipitation
22.02.2023 05:00,4.7,No precipitation
22.02.2023 02:00,5.2,No precipitation
21.02.2023 23:00,6.2,No precipitation
21.02.2023 20:00,6.8,No precipitation
21.02.2023 17:00,8.1,No precipitation
21.02.2023 14:00,8.6,No precipitation
21.02.2023 11:00,7.1,No precipitation
21.02.2023 08:00,5.8,No precipitation
21.02.2023 05:00,6.4,No precipitation
21.02.2023 02:00,8.0,No precipitation
20.02.2023 23:00,9.6,No precipitation
20.02.2023 20:00,11.4,No precipitation
20.02.2023 17:00,12.6,No precipitation
20.02.2023 14:00,15.0,No precipitation
20.02.2023 11:00,13.0,No precipitation
20.02.2023 08:00,3.9,No precipitation
20.02.2023 05:00,7.4,No precipitation
20.02.2023 02:00,8.5,No precipitation
19.02.2023 23:00,4.3,No precipitation
19.02.2023 20:00,8.3,No precipitation
19.02.2023 17:00,14.4,No precipitation
19.02.2023 14:00,13.1,No precipitation
19.02.2023 11:00,9.5,No precipitation
19.02.2023 08:00,5.3,No precipitation
19.02.2023 05:00,6.2,No precipitation
19.02.2023 02:00,8.6,No precipitation
18.02.2023 23:00,10.8,No precipitation
18.02.2023 20:00,13.0,No precipitation
18.02.2023 17:00,16.1,No precipitation
18.02.2023 14:00,15.1,No precipitation
18.02.2023 11:00,11.0,No precipitation
18.02.2023 08:00,7.6,No precipitation
18.02.2023 05:00,6.9,No precipitation
18.02.2023 02:00,7.1,No precipitation
17.02.2023 23:00,5.2,No precipitation
17.02.2023 20:00,7.1,No precipitation
17.02.2023 17:00,11.4,No precipitation
17.02.2023 14:00,11.5,No precipitation
17.02.2023 11:00,8.2,No precipitation
17.02.2023 08:00,3.6,No precipitation
17.02.2023 05:00,1.6,No precipitation
17.02.2023 02:00,3.1,No precipitation
16.02.2023 23:00,5.9,No precipitation
16.02.2023 20:00,7.9,No precipitation
16.02.2023 17:00,10.0,No precipitation
16.02.2023 14:00,10.2,No precipitation
16.02.2023 11:00,8.2,No precipitation
16.02.2023 08:00,1.5,No precipitation
16.02.2023 05:00,3.4,No precipitation
16.02.2023 02:00,2.8,No precipitation
15.02.2023 23:00,4.4,No precipitation
15.02.2023 20:00,6.0,No precipitation
15.02.2023 17:00,8.0,No precipitation
15.02.2023 14:00,7.9,No precipitation
15.02.2023 11:00,6.3,No precipitation
15.02.2023 08:00,-2.0,No precipitation
15.02.2023 05:00,-0.3,No precipitation
15.02.2023 02:00,-0.4,No precipitation
14.02.2023 23:00,-0.5,No precipitation
14.02.2023 20:00,2.8,No precipitation
14.02.2023 17:00,6.9,No precipitation
14.02.2023 14:00,6.4,No precipitation
14.02.2023 11:00,5.5,No precipitation
14.02.2023 08:00,-1.8,No precipitation
14.02.2023 05:00,-1.4,No precipitation
14.02.2023 02:00,-0.1,No precipitation
13.02.2023 23:00,2.7,No precipitation
13.02.2023 20:00,4.5,No precipitation
13.02.2023 17:00,5.4,No precipitation
13.02.2023 14:00,5.2,0.1
13.02.2023 11:00,3.2,3
13.02.2023 08:00,1.6,6
13.02.2023 05:00,1.8,10
13.02.2023 02:00,2.1,10
12.02.2023 23:00,3.0,7
12.02.2023 20:00,3.0,4
12.02.2023 17:00,5.0,2
12.02.2023 14:00,5.3,3
12.02.2023 11:00,4.9,4
12.02.2023 08:00,5.1,4
12.02.2023 05:00,5.3,2
12.02.2023 02:00,5.5,1
11.02.2023 23:00,5.5,No precipitation
11.02.2023 20:00,5.5,No precipitation
11.02.2023 17:00,5.3,No precipitation
11.02.2023 14:00,4.8,No precipitation
11.02.2023 11:00,4.5,0.8
11.02.2023 08:00,3.4,2
11.02.2023 05:00,3.1,2
11.02.2023 02:00,2.9,2
10.02.2023 23:00,3.4,1
10.02.2023 20:00,4.6,No precipitation
10.02.2023 17:00,4.7,No precipitation
10.02.2023 14:00,4.6,No precipitation
10.02.2023 11:00,4.4,No precipitation
10.02.2023 08:00,3.6,No precipitation
10.02.2023 05:00,3.5,No precipitation
10.02.2023 02:00,3.6,No precipitation
09.02.2023 23:00,3.8,No precipitation
09.02.2023 20:00,4.1,No precipitation
09.02.2023 17:00,4.6,No precipitation
09.02.2023 14:00,3.6,No precipitation
09.02.2023 11:00,2.7,2
09.02.2023 08:00,2.1,4
09.02.2023 05:00,1.8,4
09.02.2023 02:00,1.7,4
08.02.2023 23:00,1.1,2
08.02.2023 20:00,2.9,No precipitation
08.02.2023 17:00,5.7,No precipitation
08.02.2023 14:00,6.1,No precipitation
08.02.2023 11:00,5.1,No precipitation
08.02.2023 08:00,4.6,No precipitation
08.02.2023 05:00,5.4,No precipitation
08.02.2023 02:00,2.9,No precipitation
07.02.2023 23:00,3.2,No precipitation
07.02.2023 20:00,5.5,No precipitation
07.02.2023 17:00,10.0,No precipitation
07.02.2023 14:00,9.6,No precipitation
07.02.2023 11:00,7.4,No precipitation
07.02.2023 08:00,3.1,No precipitation
07.02.2023 05:00,5.9,No precipitation
07.02.2023 02:00,7.1,No precipitation
06.02.2023 23:00,7.9,No precipitation
06.02.2023 20:00,8.6,No precipitation
06.02.2023 17:00,10.1,No precipitation
06.02.2023 14:00,10.1,No precipitation
06.02.2023 11:00,7.2,No precipitation
06.02.2023 08:00,1.3,No precipitation
06.02.2023 05:00,2.3,No precipitation
06.02.2023 02:00,4.3,No precipitation
05.02.2023 23:00,8.5,No precipitation
05.02.2023 20:00,9.7,No precipitation
05.02.2023 17:00,11.4,No precipitation
05.02.2023 14:00,11.7,No precipitation
05.02.2023 11:00,8.7,No precipitation
05.02.2023 08:00,-1.4,No precipitation
05.02.2023 05:00,-1.1,No precipitation
05.02.2023 02:00,0.1,No precipitation
04.02.2023 23:00,4.2,No precipitation
04.02.2023 20:00,7.1,No precipitation
04.02.2023 17:00,9.8,No precipitation
04.02.2023 14:00,9.4,No precipitation
04.02.2023 11:00,7.3,No precipitation
04.02.2023 08:00,-1.3,No precipitation
04.02.2023 05:00,0.6,No precipitation
04.02.2023 02:00,0.5,No precipitation
03.02.2023 23:00,0.5,No precipitation
03.02.2023 20:00,4.6,No precipitation
03.02.2023 17:00,8.1,No precipitation
03.02.2023 14:00,8.2,No precipitation
03.02.2023 11:00,4.0,No precipitation
03.02.2023 08:00,-0.4,No precipitation
03.02.2023 05:00,-2.1,No precipitation
03.02.2023 02:00,0.4,No precipitation
02.02.2023 23:00,0.7,No precipitation
02.02.2023 20:00,1.3,No precipitation
02.02.2023 17:00,3.4,No precipitation
02.02.2023 14:00,4.0,No precipitation
02.02.2023 11:00,3.2,No precipitation
02.02.2023 08:00,1.8,No precipitation
02.02.2023 05:00,2.0,No precipitation
02.02.2023 02:00,2.6,No precipitation
01.02.2023 23:00,3.3,No precipitation
01.02.2023 20:00,3.9,No precipitation
01.02.2023 17:00,4.9,No precipitation
01.02.2023 14:00,5.7,No precipitation
01.02.2023 11:00,4.9,No precipitation
01.02.2023 08:00,4.6,No precipitation
01.02.2023 05:00,8.8,No precipitation
01.02.2023 02:00,2.9,No precipitation
31.01.2023 23:00,5.0,No precipitation
31.01.2023 20:00,6.3,No precipitation
31.01.2023 17:00,16.4,No precipitation
31.01.2023 14:00,16.5,No precipitation
31.01.2023 11:00,12.9,No precipitation
31.01.2023 08:00,-0.9,No precipitation
31.01.2023 05:00,-0.1,No precipitation
31.01.2023 02:00,1.0,No precipitation
30.01.2023 23:00,2.9,No precipitation
30.01.2023 20:00,10.3,No precipitation
30.01.2023 17:00,15.5,No precipitation
30.01.2023 14:00,14.8,No precipitation
30.01.2023 11:00,9.8,No precipitation
30.01.2023 08:00,-2.9,No precipitation
30.01.2023 05:00,-2.8,No precipitation
30.01.2023 02:00,-1.5,No precipitation
29.01.2023 23:00,0.7,No precipitation
29.01.2023 20:00,3.2,No precipitation
29.01.2023 17:00,13.7,No precipitation
29.01.2023 14:00,12.9,No precipitation
29.01.2023 11:00,9.9,No precipitation
29.01.2023 08:00,4.8,No precipitation
29.01.2023 05:00,4.1,No precipitation
29.01.2023 02:00,4.0,No precipitation
28.01.2023 23:00,5.1,No precipitation
28.01.2023 20:00,6.4,No precipitation
28.01.2023 17:00,9.5,No precipitation
28.01.2023 14:00,7.8,No precipitation
28.01.2023 11:00,4.5,No precipitation
28.01.2023 08:00,0.3,No precipitation
28.01.2023 05:00,1.1,No precipitation
28.01.2023 02:00,0.6,No precipitation
27.01.2023 23:00,1.3,No precipitation
27.01.2023 20:00,2.4,No precipitation
27.01.2023 17:00,5.6,No precipitation
27.01.2023 14:00,5.0,No precipitation
27.01.2023 11:00,3.6,No precipitation
27.01.2023 08:00,0.5,No precipitation
27.01.2023 05:00,-3.3,No precipitation
27.01.2023 02:00,-5.4,No precipitation
26.01.2023 23:00,-4.5,No precipitation
26.01.2023 20:00,-0.4,No precipitation
26.01.2023 17:00,2.0,No precipitation
26.01.2023 14:00,2.5,No precipitation
26.01.2023 11:00,0.1,No precipitation
26.01.2023 08:00,-1.1,No precipitation
26.01.2023 05:00,-1.6,No precipitation
26.01.2023 02:00,-2.1,No precipitation
25.01.2023 23:00,-1.3,No precipitation
25.01.2023 20:00,-1.2,No precipitation
25.01.2023 17:00,0.6,No precipitation
25.01.2023 14:00,0.7,No precipitation
25.01.2023 11:00,-2.9,No precipitation
25.01.2023 08:00,-6.3,No precipitation
25.01.2023 05:00,-6.4,No precipitation
